wavelength,transmittance
3589.5,96.69
3589.25,96.67
3589,96.65
3588.75,96.63
3588.5,96.62
3588.25,96.61
3588,96.6
3587.75,96.6
3587.5,96.6
3587.25,96.6
3587,96.6
3586.75,96.6
3586.5,96.6
3586.25,96.59
3586,96.59
3585.75,96.6
3585.5,96.6
3585.25,96.61
3585,96.62
3584.75,96.62
3584.5,96.62
3584.25,96.62
3584,96.62
3583.75,96.62
3583.5,96.62
3583.25,96.61
3583,96.6
3582.75,96.6
3582.5,96.6
3582.25,96.6
3582,96.6
3581.75,96.6
3581.5,96.6
3581.25,96.59
3581,96.58
3580.75,96.57
3580.5,96.57
3580.25,96.57
3580,96.57
3579.75,96.57
3579.5,96.57
3579.25,96.56
3579,96.56
3578.75,96.55
3578.5,96.55
3578.25,96.54
3578,96.53
3577.75,96.53
3577.5,96.52
3577.25,96.52
3577,96.52
3576.75,96.51
3576.5,96.5
3576.25,96.5
3576,96.49
3575.75,96.5
3575.5,96.5
3575.25,96.49
3575,96.49
3574.75,96.48
3574.5,96.48
3574.25,96.48
3574,96.48
3573.75,96.47
3573.5,96.47
3573.25,96.46
3573,96.46
3572.75,96.45
3572.5,96.44
3572.25,96.44
3572,96.43
3571.75,96.43
3571.5,96.43
3571.25,96.43
3571,96.42
3570.75,96.4
3570.5,96.38
3570.25,96.36
3570,96.35
3569.75,96.35
3569.5,96.34
3569.25,96.33
3569,96.32
3568.75,96.31
3568.5,96.29
3568.25,96.28
3568,96.26
3567.75,96.25
3567.5,96.25
3567.25,96.24
3567,96.24
3566.75,96.24
3566.5,96.24
3566.25,96.23
3566,96.23
3565.75,96.23
3565.5,96.23
3565.25,96.23
3565,96.23
3564.75,96.23
3564.5,96.23
3564.25,96.23
3564,96.23
3563.75,96.23
3563.5,96.23
3563.25,96.23
3563,96.22
3562.75,96.22
3562.5,96.21
3562.25,96.21
3562,96.21
3561.75,96.22
3561.5,96.22
3561.25,96.22
3561,96.21
3560.75,96.21
3560.5,96.2
3560.25,96.19
3560,96.19
3559.75,96.19
3559.5,96.19
3559.25,96.19
3559,96.19
3558.75,96.18
3558.5,96.18
3558.25,96.17
3558,96.16
3557.75,96.15
3557.5,96.15
3557.25,96.15
3557,96.15
3556.75,96.14
3556.5,96.13
3556.25,96.12
3556,96.11
3555.75,96.11
3555.5,96.1
3555.25,96.1
3555,96.1
3554.75,96.1
3554.5,96.09
3554.25,96.08
3554,96.07
3553.75,96.06
3553.5,96.06
3553.25,96.06
3553,96.05
3552.75,96.05
3552.5,96.04
3552.25,96.04
3552,96.04
3551.75,96.04
3551.5,96.03
3551.25,96.02
3551,96.02
3550.75,96.01
3550.5,96.01
3550.25,96.01
3550,96
3549.75,95.99
3549.5,95.99
3549.25,95.98
3549,95.97
3548.75,95.97
3548.5,95.96
3548.25,95.96
3548,95.95
3547.75,95.94
3547.5,95.93
3547.25,95.92
3547,95.92
3546.75,95.92
3546.5,95.91
3546.25,95.9
3546,95.89
3545.75,95.89
3545.5,95.88
3545.25,95.87
3545,95.86
3544.75,95.86
3544.5,95.86
3544.25,95.86
3544,95.86
3543.75,95.86
3543.5,95.85
3543.25,95.84
3543,95.84
3542.75,95.84
3542.5,95.84
3542.25,95.84
3542,95.84
3541.75,95.84
3541.5,95.84
3541.25,95.83
3541,95.83
3540.75,95.83
3540.5,95.82
3540.25,95.82
3540,95.82
3539.75,95.81
3539.5,95.81
3539.25,95.8
3539,95.79
3538.75,95.79
3538.5,95.78
3538.25,95.78
3538,95.77
3537.75,95.76
3537.5,95.76
3537.25,95.75
3537,95.74
3536.75,95.74
3536.5,95.73
3536.25,95.73
3536,95.73
3535.75,95.72
3535.5,95.72
3535.25,95.72
3535,95.71
3534.75,95.71
3534.5,95.71
3534.25,95.7
3534,95.7
3533.75,95.7
3533.5,95.7
3533.25,95.69
3533,95.68
3532.75,95.67
3532.5,95.66
3532.25,95.66
3532,95.66
3531.75,95.65
3531.5,95.65
3531.25,95.64
3531,95.63
3530.75,95.62
3530.5,95.61
3530.25,95.61
3530,95.6
3529.75,95.59
3529.5,95.59
3529.25,95.6
3529,95.59
3528.75,95.59
3528.5,95.58
3528.25,95.56
3528,95.55
3527.75,95.55
3527.5,95.54
3527.25,95.54
3527,95.54
3526.75,95.53
3526.5,95.52
3526.25,95.51
3526,95.51
3525.75,95.5
3525.5,95.5
3525.25,95.49
3525,95.48
3524.75,95.48
3524.5,95.47
3524.25,95.47
3524,95.47
3523.75,95.46
3523.5,95.45
3523.25,95.45
3523,95.44
3522.75,95.44
3522.5,95.44
3522.25,95.44
3522,95.43
3521.75,95.42
3521.5,95.42
3521.25,95.41
3521,95.41
3520.75,95.41
3520.5,95.41
3520.25,95.41
3520,95.41
3519.75,95.41
3519.5,95.4
3519.25,95.39
3519,95.38
3518.75,95.38
3518.5,95.38
3518.25,95.38
3518,95.38
3517.75,95.38
3517.5,95.37
3517.25,95.37
3517,95.36
3516.75,95.34
3516.5,95.33
3516.25,95.33
3516,95.33
3515.75,95.33
3515.5,95.33
3515.25,95.32
3515,95.31
3514.75,95.31
3514.5,95.3
3514.25,95.29
3514,95.29
3513.75,95.29
3513.5,95.29
3513.25,95.29
3513,95.28
3512.75,95.28
3512.5,95.27
3512.25,95.26
3512,95.25
3511.75,95.24
3511.5,95.24
3511.25,95.23
3511,95.22
3510.75,95.22
3510.5,95.21
3510.25,95.2
3510,95.19
3509.75,95.19
3509.5,95.19
3509.25,95.18
3509,95.18
3508.75,95.17
3508.5,95.17
3508.25,95.16
3508,95.15
3507.75,95.15
3507.5,95.15
3507.25,95.15
3507,95.15
3506.75,95.15
3506.5,95.14
3506.25,95.13
3506,95.12
3505.75,95.11
3505.5,95.1
3505.25,95.09
3505,95.09
3504.75,95.09
3504.5,95.09
3504.25,95.08
3504,95.08
3503.75,95.07
3503.5,95.05
3503.25,95.04
3503,95.04
3502.75,95.04
3502.5,95.04
3502.25,95.04
3502,95.04
3501.75,95.03
3501.5,95.02
3501.25,95.01
3501,95.01
3500.75,95
3500.5,94.99
3500.25,94.99
3500,94.98
3499.75,94.99
3499.5,94.99
3499.25,94.98
3499,94.97
3498.75,94.96
3498.5,94.95
3498.25,94.95
3498,94.95
3497.75,94.95
3497.5,94.94
3497.25,94.94
3497,94.93
3496.75,94.93
3496.5,94.92
3496.25,94.91
3496,94.9
3495.75,94.9
3495.5,94.89
3495.25,94.89
3495,94.89
3494.75,94.89
3494.5,94.88
3494.25,94.87
3494,94.87
3493.75,94.86
3493.5,94.86
3493.25,94.85
3493,94.85
3492.75,94.85
3492.5,94.84
3492.25,94.83
3492,94.82
3491.75,94.82
3491.5,94.81
3491.25,94.8
3491,94.8
3490.75,94.79
3490.5,94.79
3490.25,94.78
3490,94.78
3489.75,94.77
3489.5,94.77
3489.25,94.76
3489,94.75
3488.75,94.74
3488.5,94.74
3488.25,94.74
3488,94.73
3487.75,94.73
3487.5,94.72
3487.25,94.71
3487,94.7
3486.75,94.7
3486.5,94.69
3486.25,94.69
3486,94.68
3485.75,94.68
3485.5,94.68
3485.25,94.67
3485,94.67
3484.75,94.66
3484.5,94.65
3484.25,94.64
3484,94.63
3483.75,94.63
3483.5,94.63
3483.25,94.62
3483,94.61
3482.75,94.6
3482.5,94.59
3482.25,94.58
3482,94.58
3481.75,94.57
3481.5,94.57
3481.25,94.56
3481,94.56
3480.75,94.55
3480.5,94.55
3480.25,94.54
3480,94.54
3479.75,94.54
3479.5,94.53
3479.25,94.53
3479,94.52
3478.75,94.52
3478.5,94.52
3478.25,94.52
3478,94.51
3477.75,94.5
3477.5,94.5
3477.25,94.49
3477,94.49
3476.75,94.48
3476.5,94.47
3476.25,94.46
3476,94.45
3475.75,94.45
3475.5,94.44
3475.25,94.44
3475,94.43
3474.75,94.42
3474.5,94.41
3474.25,94.41
3474,94.41
3473.75,94.41
3473.5,94.41
3473.25,94.41
3473,94.4
3472.75,94.4
3472.5,94.39
3472.25,94.39
3472,94.38
3471.75,94.38
3471.5,94.37
3471.25,94.37
3471,94.37
3470.75,94.36
3470.5,94.36
3470.25,94.35
3470,94.34
3469.75,94.33
3469.5,94.32
3469.25,94.31
3469,94.31
3468.75,94.31
3468.5,94.3
3468.25,94.3
3468,94.29
3467.75,94.28
3467.5,94.28
3467.25,94.27
3467,94.26
3466.75,94.26
3466.5,94.26
3466.25,94.25
3466,94.25
3465.75,94.24
3465.5,94.24
3465.25,94.23
3465,94.23
3464.75,94.22
3464.5,94.22
3464.25,94.21
3464,94.2
3463.75,94.2
3463.5,94.19
3463.25,94.18
3463,94.18
3462.75,94.17
3462.5,94.17
3462.25,94.17
3462,94.16
3461.75,94.16
3461.5,94.15
3461.25,94.14
3461,94.14
3460.75,94.13
3460.5,94.13
3460.25,94.13
3460,94.12
3459.75,94.12
3459.5,94.12
3459.25,94.11
3459,94.11
3458.75,94.1
3458.5,94.09
3458.25,94.09
3458,94.08
3457.75,94.08
3457.5,94.07
3457.25,94.07
3457,94.07
3456.75,94.06
3456.5,94.06
3456.25,94.05
3456,94.04
3455.75,94.03
3455.5,94.02
3455.25,94.02
3455,94.02
3454.75,94.02
3454.5,94.01
3454.25,94.01
3454,94
3453.75,93.99
3453.5,93.98
3453.25,93.98
3453,93.97
3452.75,93.97
3452.5,93.97
3452.25,93.97
3452,93.96
3451.75,93.96
3451.5,93.95
3451.25,93.94
3451,93.94
3450.75,93.93
3450.5,93.93
3450.25,93.92
3450,93.91
3449.75,93.91
3449.5,93.9
3449.25,93.89
3449,93.88
3448.75,93.88
3448.5,93.88
3448.25,93.87
3448,93.86
3447.75,93.85
3447.5,93.85
3447.25,93.84
3447,93.84
3446.75,93.84
3446.5,93.83
3446.25,93.83
3446,93.82
3445.75,93.82
3445.5,93.82
3445.25,93.81
3445,93.8
3444.75,93.8
3444.5,93.79
3444.25,93.79
3444,93.78
3443.75,93.77
3443.5,93.77
3443.25,93.76
3443,93.76
3442.75,93.75
3442.5,93.75
3442.25,93.74
3442,93.73
3441.75,93.72
3441.5,93.72
3441.25,93.71
3441,93.72
3440.75,93.72
3440.5,93.71
3440.25,93.7
3440,93.7
3439.75,93.69
3439.5,93.68
3439.25,93.68
3439,93.68
3438.75,93.68
3438.5,93.67
3438.25,93.67
3438,93.66
3437.75,93.65
3437.5,93.64
3437.25,93.63
3437,93.63
3436.75,93.63
3436.5,93.63
3436.25,93.62
3436,93.61
3435.75,93.61
3435.5,93.6
3435.25,93.59
3435,93.58
3434.75,93.58
3434.5,93.57
3434.25,93.57
3434,93.56
3433.75,93.56
3433.5,93.55
3433.25,93.54
3433,93.53
3432.75,93.52
3432.5,93.52
3432.25,93.51
3432,93.5
3431.75,93.5
3431.5,93.5
3431.25,93.49
3431,93.48
3430.75,93.47
3430.5,93.46
3430.25,93.45
3430,93.44
3429.75,93.44
3429.5,93.44
3429.25,93.44
3429,93.44
3428.75,93.43
3428.5,93.42
3428.25,93.41
3428,93.4
3427.75,93.39
3427.5,93.39
3427.25,93.39
3427,93.39
3426.75,93.39
3426.5,93.38
3426.25,93.37
3426,93.36
3425.75,93.35
3425.5,93.34
3425.25,93.34
3425,93.33
3424.75,93.33
3424.5,93.32
3424.25,93.32
3424,93.3
3423.75,93.29
3423.5,93.28
3423.25,93.28
3423,93.27
3422.75,93.26
3422.5,93.25
3422.25,93.25
3422,93.24
3421.75,93.23
3421.5,93.22
3421.25,93.21
3421,93.21
3420.75,93.21
3420.5,93.2
3420.25,93.2
3420,93.18
3419.75,93.18
3419.5,93.17
3419.25,93.17
3419,93.17
3418.75,93.17
3418.5,93.16
3418.25,93.15
3418,93.14
3417.75,93.14
3417.5,93.13
3417.25,93.12
3417,93.12
3416.75,93.12
3416.5,93.11
3416.25,93.11
3416,93.1
3415.75,93.1
3415.5,93.09
3415.25,93.08
3415,93.08
3414.75,93.07
3414.5,93.07
3414.25,93.06
3414,93.06
3413.75,93.05
3413.5,93.04
3413.25,93.04
3413,93.02
3412.75,93.01
3412.5,93
3412.25,92.99
3412,92.98
3411.75,92.98
3411.5,92.98
3411.25,92.97
3411,92.97
3410.75,92.96
3410.5,92.95
3410.25,92.95
3410,92.94
3409.75,92.94
3409.5,92.93
3409.25,92.93
3409,92.93
3408.75,92.92
3408.5,92.91
3408.25,92.9
3408,92.9
3407.75,92.9
3407.5,92.89
3407.25,92.88
3407,92.87
3406.75,92.86
3406.5,92.85
3406.25,92.84
3406,92.83
3405.75,92.83
3405.5,92.83
3405.25,92.82
3405,92.82
3404.75,92.81
3404.5,92.79
3404.25,92.79
3404,92.78
3403.75,92.78
3403.5,92.77
3403.25,92.77
3403,92.77
3402.75,92.76
3402.5,92.76
3402.25,92.75
3402,92.74
3401.75,92.72
3401.5,92.71
3401.25,92.71
3401,92.7
3400.75,92.69
3400.5,92.68
3400.25,92.67
3400,92.67
3399.75,92.66
3399.5,92.65
3399.25,92.64
3399,92.62
3398.75,92.62
3398.5,92.61
3398.25,92.61
3398,92.61
3397.75,92.6
3397.5,92.6
3397.25,92.59
3397,92.58
3396.75,92.57
3396.5,92.57
3396.25,92.56
3396,92.55
3395.75,92.55
3395.5,92.54
3395.25,92.53
3395,92.52
3394.75,92.51
3394.5,92.51
3394.25,92.5
3394,92.49
3393.75,92.49
3393.5,92.48
3393.25,92.47
3393,92.46
3392.75,92.45
3392.5,92.44
3392.25,92.43
3392,92.43
3391.75,92.42
3391.5,92.41
3391.25,92.4
3391,92.39
3390.75,92.38
3390.5,92.37
3390.25,92.36
3390,92.36
3389.75,92.35
3389.5,92.35
3389.25,92.34
3389,92.33
3388.75,92.32
3388.5,92.31
3388.25,92.3
3388,92.29
3387.75,92.28
3387.5,92.28
3387.25,92.27
3387,92.26
3386.75,92.25
3386.5,92.24
3386.25,92.23
3386,92.22
3385.75,92.21
3385.5,92.2
3385.25,92.19
3385,92.18
3384.75,92.18
3384.5,92.17
3384.25,92.17
3384,92.16
3383.75,92.15
3383.5,92.14
3383.25,92.13
3383,92.12
3382.75,92.11
3382.5,92.1
3382.25,92.09
3382,92.08
3381.75,92.07
3381.5,92.07
3381.25,92.06
3381,92.05
3380.75,92.03
3380.5,92.02
3380.25,92
3380,92
3379.75,91.99
3379.5,91.99
3379.25,91.98
3379,91.98
3378.75,91.97
3378.5,91.96
3378.25,91.95
3378,91.94
3377.75,91.93
3377.5,91.93
3377.25,91.92
3377,91.91
3376.75,91.89
3376.5,91.88
3376.25,91.87
3376,91.86
3375.75,91.85
3375.5,91.84
3375.25,91.83
3375,91.82
3374.75,91.81
3374.5,91.8
3374.25,91.79
3374,91.77
3373.75,91.76
3373.5,91.76
3373.25,91.75
3373,91.74
3372.75,91.73
3372.5,91.72
3372.25,91.71
3372,91.7
3371.75,91.69
3371.5,91.69
3371.25,91.68
3371,91.67
3370.75,91.66
3370.5,91.64
3370.25,91.63
3370,91.62
3369.75,91.61
3369.5,91.6
3369.25,91.58
3369,91.57
3368.75,91.56
3368.5,91.55
3368.25,91.54
3368,91.53
3367.75,91.52
3367.5,91.5
3367.25,91.49
3367,91.48
3366.75,91.47
3366.5,91.46
3366.25,91.45
3366,91.44
3365.75,91.43
3365.5,91.42
3365.25,91.41
3365,91.4
3364.75,91.38
3364.5,91.37
3364.25,91.36
3364,91.35
3363.75,91.35
3363.5,91.34
3363.25,91.33
3363,91.31
3362.75,91.3
3362.5,91.29
3362.25,91.28
3362,91.27
3361.75,91.26
3361.5,91.25
3361.25,91.24
3361,91.23
3360.75,91.22
3360.5,91.2
3360.25,91.19
3360,91.18
3359.75,91.17
3359.5,91.17
3359.25,91.16
3359,91.14
3358.75,91.13
3358.5,91.12
3358.25,91.11
3358,91.09
3357.75,91.08
3357.5,91.07
3357.25,91.06
3357,91.06
3356.75,91.05
3356.5,91.04
3356.25,91.02
3356,91.01
3355.75,91
3355.5,90.99
3355.25,90.98
3355,90.97
3354.75,90.96
3354.5,90.95
3354.25,90.94
3354,90.92
3353.75,90.91
3353.5,90.9
3353.25,90.9
3353,90.89
3352.75,90.88
3352.5,90.87
3352.25,90.86
3352,90.84
3351.75,90.83
3351.5,90.82
3351.25,90.81
3351,90.8
3350.75,90.8
3350.5,90.79
3350.25,90.77
3350,90.76
3349.75,90.74
3349.5,90.73
3349.25,90.71
3349,90.7
3348.75,90.69
3348.5,90.68
3348.25,90.67
3348,90.65
3347.75,90.64
3347.5,90.63
3347.25,90.61
3347,90.6
3346.75,90.59
3346.5,90.58
3346.25,90.57
3346,90.55
3345.75,90.54
3345.5,90.53
3345.25,90.52
3345,90.51
3344.75,90.5
3344.5,90.49
3344.25,90.48
3344,90.46
3343.75,90.45
3343.5,90.44
3343.25,90.42
3343,90.41
3342.75,90.41
3342.5,90.4
3342.25,90.38
3342,90.37
3341.75,90.36
3341.5,90.34
3341.25,90.33
3341,90.32
3340.75,90.31
3340.5,90.3
3340.25,90.29
3340,90.28
3339.75,90.26
3339.5,90.25
3339.25,90.24
3339,90.23
3338.75,90.21
3338.5,90.2
3338.25,90.18
3338,90.17
3337.75,90.16
3337.5,90.14
3337.25,90.12
3337,90.11
3336.75,90.09
3336.5,90.08
3336.25,90.07
3336,90.05
3335.75,90.04
3335.5,90.02
3335.25,90.01
3335,90
3334.75,89.99
3334.5,89.97
3334.25,89.96
3334,89.94
3333.75,89.93
3333.5,89.92
3333.25,89.91
3333,89.89
3332.75,89.87
3332.5,89.86
3332.25,89.84
3332,89.82
3331.75,89.8
3331.5,89.79
3331.25,89.78
3331,89.77
3330.75,89.75
3330.5,89.73
3330.25,89.71
3330,89.69
3329.75,89.68
3329.5,89.67
3329.25,89.66
3329,89.65
3328.75,89.63
3328.5,89.62
3328.25,89.6
3328,89.58
3327.75,89.57
3327.5,89.56
3327.25,89.55
3327,89.53
3326.75,89.52
3326.5,89.5
3326.25,89.49
3326,89.47
3325.75,89.45
3325.5,89.43
3325.25,89.42
3325,89.4
3324.75,89.38
3324.5,89.37
3324.25,89.35
3324,89.33
3323.75,89.31
3323.5,89.3
3323.25,89.28
3323,89.26
3322.75,89.24
3322.5,89.22
3322.25,89.21
3322,89.19
3321.75,89.18
3321.5,89.16
3321.25,89.14
3321,89.12
3320.75,89.1
3320.5,89.09
3320.25,89.07
3320,89.06
3319.75,89.04
3319.5,89.03
3319.25,89.01
3319,88.99
3318.75,88.97
3318.5,88.95
3318.25,88.94
3318,88.92
3317.75,88.91
3317.5,88.89
3317.25,88.87
3317,88.85
3316.75,88.83
3316.5,88.82
3316.25,88.8
3316,88.78
3315.75,88.76
3315.5,88.75
3315.25,88.73
3315,88.71
3314.75,88.7
3314.5,88.69
3314.25,88.67
3314,88.65
3313.75,88.63
3313.5,88.61
3313.25,88.59
3313,88.58
3312.75,88.56
3312.5,88.54
3312.25,88.53
3312,88.51
3311.75,88.49
3311.5,88.48
3311.25,88.46
3311,88.45
3310.75,88.43
3310.5,88.42
3310.25,88.41
3310,88.39
3309.75,88.37
3309.5,88.35
3309.25,88.34
3309,88.33
3308.75,88.32
3308.5,88.31
3308.25,88.29
3308,88.27
3307.75,88.25
3307.5,88.23
3307.25,88.21
3307,88.2
3306.75,88.19
3306.5,88.17
3306.25,88.16
3306,88.14
3305.75,88.11
3305.5,88.09
3305.25,88.06
3305,88.04
3304.75,88.03
3304.5,88.01
3304.25,87.99
3304,87.97
3303.75,87.95
3303.5,87.93
3303.25,87.92
3303,87.9
3302.75,87.88
3302.5,87.87
3302.25,87.85
3302,87.84
3301.75,87.82
3301.5,87.8
3301.25,87.79
3301,87.77
3300.75,87.75
3300.5,87.73
3300.25,87.71
3300,87.69
3299.75,87.68
3299.5,87.66
3299.25,87.65
3299,87.65
3298.75,87.64
3298.5,87.63
3298.25,87.61
3298,87.59
3297.75,87.58
3297.5,87.57
3297.25,87.56
3297,87.55
3296.75,87.54
3296.5,87.53
3296.25,87.51
3296,87.49
3295.75,87.47
3295.5,87.45
3295.25,87.43
3295,87.42
3294.75,87.42
3294.5,87.41
3294.25,87.4
3294,87.38
3293.75,87.37
3293.5,87.35
3293.25,87.34
3293,87.33
3292.75,87.32
3292.5,87.31
3292.25,87.3
3292,87.29
3291.75,87.27
3291.5,87.26
3291.25,87.25
3291,87.23
3290.75,87.22
3290.5,87.2
3290.25,87.19
3290,87.18
3289.75,87.17
3289.5,87.15
3289.25,87.14
3289,87.13
3288.75,87.13
3288.5,87.12
3288.25,87.11
3288,87.1
3287.75,87.09
3287.5,87.08
3287.25,87.07
3287,87.06
3286.75,87.05
3286.5,87.04
3286.25,87.03
3286,87.02
3285.75,87.02
3285.5,87.01
3285.25,87
3285,86.98
3284.75,86.98
3284.5,86.97
3284.25,86.96
3284,86.96
3283.75,86.95
3283.5,86.94
3283.25,86.94
3283,86.93
3282.75,86.92
3282.5,86.92
3282.25,86.92
3282,86.92
3281.75,86.91
3281.5,86.91
3281.25,86.91
3281,86.9
3280.75,86.9
3280.5,86.9
3280.25,86.89
3280,86.89
3279.75,86.88
3279.5,86.88
3279.25,86.87
3279,86.87
3278.75,86.87
3278.5,86.87
3278.25,86.87
3278,86.87
3277.75,86.87
3277.5,86.87
3277.25,86.87
3277,86.87
3276.75,86.87
3276.5,86.88
3276.25,86.88
3276,86.88
3275.75,86.87
3275.5,86.87
3275.25,86.87
3275,86.88
3274.75,86.88
3274.5,86.88
3274.25,86.88
3274,86.89
3273.75,86.89
3273.5,86.9
3273.25,86.91
3273,86.91
3272.75,86.92
3272.5,86.93
3272.25,86.94
3272,86.94
3271.75,86.95
3271.5,86.96
3271.25,86.96
3271,86.97
3270.75,86.97
3270.5,86.97
3270.25,86.98
3270,86.98
3269.75,86.98
3269.5,86.99
3269.25,87
3269,87.01
3268.75,87.02
3268.5,87.02
3268.25,87.03
3268,87.03
3267.75,87.04
3267.5,87.05
3267.25,87.06
3267,87.07
3266.75,87.08
3266.5,87.09
3266.25,87.1
3266,87.11
3265.75,87.12
3265.5,87.13
3265.25,87.14
3265,87.16
3264.75,87.17
3264.5,87.18
3264.25,87.2
3264,87.21
3263.75,87.22
3263.5,87.23
3263.25,87.24
3263,87.26
3262.75,87.28
3262.5,87.29
3262.25,87.3
3262,87.31
3261.75,87.33
3261.5,87.34
3261.25,87.36
3261,87.38
3260.75,87.39
3260.5,87.41
3260.25,87.42
3260,87.43
3259.75,87.45
3259.5,87.47
3259.25,87.49
3259,87.5
3258.75,87.52
3258.5,87.53
3258.25,87.55
3258,87.56
3257.75,87.58
3257.5,87.6
3257.25,87.62
3257,87.63
3256.75,87.65
3256.5,87.67
3256.25,87.68
3256,87.69
3255.75,87.71
3255.5,87.73
3255.25,87.75
3255,87.77
3254.75,87.78
3254.5,87.79
3254.25,87.8
3254,87.81
3253.75,87.83
3253.5,87.85
3253.25,87.87
3253,87.88
3252.75,87.9
3252.5,87.91
3252.25,87.93
3252,87.94
3251.75,87.95
3251.5,87.97
3251.25,87.99
3251,88.02
3250.75,88.03
3250.5,88.05
3250.25,88.06
3250,88.08
3249.75,88.1
3249.5,88.12
3249.25,88.14
3249,88.16
3248.75,88.17
3248.5,88.19
3248.25,88.21
3248,88.23
3247.75,88.24
3247.5,88.25
3247.25,88.26
3247,88.28
3246.75,88.3
3246.5,88.31
3246.25,88.32
3246,88.33
3245.75,88.34
3245.5,88.35
3245.25,88.37
3245,88.38
3244.75,88.39
3244.5,88.41
3244.25,88.42
3244,88.43
3243.75,88.44
3243.5,88.45
3243.25,88.47
3243,88.48
3242.75,88.5
3242.5,88.51
3242.25,88.53
3242,88.54
3241.75,88.56
3241.5,88.58
3241.25,88.59
3241,88.6
3240.75,88.62
3240.5,88.63
3240.25,88.65
3240,88.66
3239.75,88.67
3239.5,88.68
3239.25,88.69
3239,88.71
3238.75,88.72
3238.5,88.74
3238.25,88.75
3238,88.77
3237.75,88.78
3237.5,88.79
3237.25,88.8
3237,88.81
3236.75,88.83
3236.5,88.84
3236.25,88.86
3236,88.88
3235.75,88.89
3235.5,88.91
3235.25,88.92
3235,88.92
3234.75,88.93
3234.5,88.95
3234.25,88.96
3234,88.98
3233.75,88.99
3233.5,89
3233.25,89.01
3233,89.01
3232.75,89.02
3232.5,89.03
3232.25,89.04
3232,89.05
3231.75,89.06
3231.5,89.07
3231.25,89.08
3231,89.09
3230.75,89.1
3230.5,89.11
3230.25,89.12
3230,89.13
3229.75,89.14
3229.5,89.15
3229.25,89.16
3229,89.18
3228.75,89.19
3228.5,89.2
3228.25,89.22
3228,89.23
3227.75,89.24
3227.5,89.24
3227.25,89.25
3227,89.26
3226.75,89.27
3226.5,89.29
3226.25,89.3
3226,89.31
3225.75,89.31
3225.5,89.32
3225.25,89.33
3225,89.34
3224.75,89.35
3224.5,89.36
3224.25,89.37
3224,89.39
3223.75,89.39
3223.5,89.4
3223.25,89.41
3223,89.42
3222.75,89.43
3222.5,89.44
3222.25,89.45
3222,89.45
3221.75,89.46
3221.5,89.48
3221.25,89.49
3221,89.5
3220.75,89.51
3220.5,89.52
3220.25,89.53
3220,89.54
3219.75,89.55
3219.5,89.56
3219.25,89.57
3219,89.58
3218.75,89.59
3218.5,89.6
3218.25,89.61
3218,89.62
3217.75,89.63
3217.5,89.64
3217.25,89.66
3217,89.67
3216.75,89.67
3216.5,89.67
3216.25,89.68
3216,89.69
3215.75,89.71
3215.5,89.72
3215.25,89.73
3215,89.73
3214.75,89.74
3214.5,89.74
3214.25,89.75
3214,89.76
3213.75,89.77
3213.5,89.78
3213.25,89.79
3213,89.8
3212.75,89.81
3212.5,89.81
3212.25,89.82
3212,89.82
3211.75,89.84
3211.5,89.85
3211.25,89.86
3211,89.87
3210.75,89.87
3210.5,89.88
3210.25,89.89
3210,89.89
3209.75,89.9
3209.5,89.91
3209.25,89.92
3209,89.94
3208.75,89.95
3208.5,89.95
3208.25,89.96
3208,89.97
3207.75,89.98
3207.5,89.99
3207.25,90
3207,90.01
3206.75,90.02
3206.5,90.03
3206.25,90.03
3206,90.04
3205.75,90.05
3205.5,90.06
3205.25,90.07
3205,90.08
3204.75,90.09
3204.5,90.1
3204.25,90.1
3204,90.11
3203.75,90.12
3203.5,90.13
3203.25,90.14
3203,90.14
3202.75,90.15
3202.5,90.16
3202.25,90.16
3202,90.17
3201.75,90.18
3201.5,90.19
3201.25,90.2
3201,90.21
3200.75,90.22
3200.5,90.23
3200.25,90.24
3200,90.24
3199.75,90.25
3199.5,90.26
3199.25,90.27
3199,90.28
3198.75,90.29
3198.5,90.29
3198.25,90.3
3198,90.31
3197.75,90.31
3197.5,90.32
3197.25,90.33
3197,90.34
3196.75,90.35
3196.5,90.36
3196.25,90.38
3196,90.39
3195.75,90.4
3195.5,90.4
3195.25,90.41
3195,90.42
3194.75,90.43
3194.5,90.44
3194.25,90.46
3194,90.47
3193.75,90.48
3193.5,90.49
3193.25,90.49
3193,90.49
3192.75,90.5
3192.5,90.51
3192.25,90.53
3192,90.54
3191.75,90.54
3191.5,90.54
